17083.151778 0.000000 -72.560869 0.000000 0.000000 0.000000
17083.152757 -0.000127 -72.560869 0.000000 0.000000 0.000000
17083.153756 -0.000481 -72.560869 0.000000 0.000000 0.000000
17083.154757 -0.000987 -72.560869 0.000000 0.000000 0.000000
17083.155756 -0.001536 -72.560869 0.000000 0.000000 0.000000
17083.156756 -0.001997 -72.560869 0.000000 0.000000 0.000000
17083.157755 -0.002244 -72.560869 0.000000 0.000000 0.000000
17083.158756 -0.002171 -72.560869 0.000000 0.000000 0.000000
17083.159756 -0.001718 -72.560869 0.000000 0.000000 0.000000
17083.160756 -0.000876 -72.560869 0.000000 0.000000 0.000000
17083.161744 0.000298 -72.560869 0.000000 0.000000 0.000000
17083.162746 0.001692 -72.560869 0.000000 0.000000 0.000000
17083.163747 0.003146 -72.560869 0.000000 0.000000 0.000000
17083.164756 0.004468 -72.560869 0.000000 0.000000 0.000000
17083.165756 0.005464 -72.560869 0.000000 0.000000 0.000000
17083.166746 0.005958 -72.560869 0.000000 0.000000 0.000000
17083.167746 0.005822 -72.560869 0.000000 0.000000 0.000000
17083.168746 0.004993 -72.560869 0.000000 0.000000 0.000000
17083.169756 0.003491 -72.560869 0.000000 0.000000 0.000000
17083.170756 0.001418 -72.560869 0.000000 0.000000 0.000000
17083.171756 -0.001043 -72.560869 0.000000 0.000000 0.000000
17083.172756 -0.003644 -72.560869 0.000000 0.000000 0.000000
17083.173756 -0.006102 -72.560869 0.000000 0.000000 0.000000
17083.174756 -0.008125 -72.560869 0.000000 0.000000 0.000000
17083.175756 -0.009446 -72.560869 0.000000 0.000000 0.000000
17083.176756 -0.009859 -72.560869 0.000000 0.000000 0.000000
17083.177756 -0.009247 -72.560869 0.000000 0.000000 0.000000
17083.178756 -0.007597 -72.560869 0.000000 0.000000 0.000000
17083.179756 -0.005012 -72.560869 0.000000 0.000000 0.000000
17083.180756 -0.001706 -72.560869 0.000000 0.000000 0.000000
17083.181756 0.002014 -72.560869 0.000000 0.000000 0.000000
17083.182756 0.005775 -72.560869 0.000000 0.000000 0.000000
17083.183756 0.009179 -72.560869 0.000000 0.000000 0.000000
17083.184756 0.011839 -72.560869 0.000000 0.000000 0.000000
17083.185756 0.013431 -72.560869 0.000000 0.000000 0.000000
17083.186756 0.013722 -72.560869 0.000000 0.000000 0.000000
17083.187756 0.012609 -72.560869 0.000000 0.000000 0.000000
17083.188744 0.010130 -72.560869 0.000000 0.000000 0.000000
17083.189756 0.006473 -72.560869 0.000000 0.000000 0.000000
17083.190756 0.001955 -72.560869 0.000000 0.000000 0.000000
17083.191756 -0.002997 -72.560869 0.000000 0.000000 0.000000
17083.192756 -0.007893 -72.560869 0.000000 0.000000 0.000000
17083.193756 -0.012225 -72.560869 0.000000 0.000000 0.000000
17083.194756 -0.015520 -72.560869 0.000000 0.000000 0.000000
17083.195756 -0.017392 -72.560869 0.000000 0.000000 0.000000
17083.196756 -0.017588 -72.560869 0.000000 0.000000 0.000000
17083.197756 -0.016013 -72.560869 0.000000 0.000000 0.000000
17083.198756 -0.012753 -72.560869 0.000000 0.000000 0.000000
17083.199756 -0.008069 -72.560869 0.000000 0.000000 0.000000
17083.200756 -0.002378 -72.560869 0.000000 0.000000 0.000000
17083.201756 0.003784 -72.560869 0.000000 0.000000 0.000000
17083.202756 0.009814 -72.560869 0.000000 0.000000 0.000000
17083.203756 0.015099 -72.560869 0.000000 0.000000 0.000000
17083.204756 0.019080 -72.560869 0.000000 0.000000 0.000000
17083.205756 0.021310 -72.560869 0.000000 0.000000 0.000000
17083.206756 0.021503 -72.560869 0.000000 0.000000 0.000000
17083.207756 0.019568 -72.560869 0.000000 0.000000 0.000000
17083.208756 0.015624 -72.560869 0.000000 0.000000 0.000000
17083.209756 0.009996 -72.560869 0.000000 0.000000 0.000000
17083.210756 0.003187 -72.560869 0.000000 0.000000 0.000000
17083.211745 -0.004166 -72.560869 0.000000 0.000000 0.000000
17083.212757 -0.011352 -72.560869 0.000000 0.000000 0.000000
17083.213756 -0.017655 -72.560869 0.000000 0.000000 0.000000
17083.214756 -0.022427 -72.560869 0.000000 0.000000 0.000000
17083.215756 -0.025151 -72.560869 0.000000 0.000000 0.000000
17083.216756 -0.025497 -72.560869 0.000000 0.000000 0.000000
17083.217756 -0.023362 -72.560869 0.000000 0.000000 0.000000
17083.218756 -0.018884 -72.560869 0.000000 0.000000 0.000000
17083.219756 -0.012433 -72.560869 0.000000 0.000000 0.000000
17083.220756 -0.004585 -72.560869 0.000000 0.000000 0.000000
17083.221756 0.003934 -72.560869 0.000000 0.000000 0.000000
17083.222756 0.012311 -72.560869 0.000000 0.000000 0.000000
17083.223756 0.019728 -72.560869 0.000000 0.000000 0.000000
17083.224756 0.025440 -72.560869 0.000000 0.000000 0.000000
17083.225756 0.028849 -72.560869 0.000000 0.000000 0.000000
17083.226756 0.029566 -72.560869 0.000000 0.000000 0.000000
17083.227756 0.027454 -72.560869 0.000000 0.000000 0.000000
17083.228746 0.022647 -72.560869 0.000000 0.000000 0.000000
17083.229745 0.015541 -72.560869 0.000000 0.000000 0.000000
17083.230756 0.006766 -72.560869 0.000000 0.000000 0.000000
17083.231756 -0.002876 -72.560869 0.000000 0.000000 0.000000
17083.232756 -0.012479 -72.560869 0.000000 0.000000 0.000000
17083.233756 -0.021122 -72.560869 0.000000 0.000000 0.000000
17083.234756 -0.027958 -72.560869 0.000000 0.000000 0.000000
17083.235756 -0.032291 -72.560869 0.000000 0.000000 0.000000
17083.236759 -0.033653 -72.560869 0.000000 0.000000 0.000000
17083.237757 -0.031849 -72.560869 0.000000 0.000000 0.000000
17083.238756 -0.026982 -72.560869 0.000000 0.000000 0.000000
