2316.101399 5.658174 42.110569 -0.001653 -35.318115
2316.102391 5.658174 42.110569 -0.001653 -35.318115
2316.103391 5.658174 42.110569 -0.001653 -35.318115
2316.104391 5.658174 42.110569 -0.001653 -35.318115
2316.105378 5.658174 42.110569 -0.001653 -35.318115
2316.106391 5.658174 42.110569 -0.001653 -35.318115
2316.107391 5.658174 42.110569 -0.001653 -35.318115
2316.108390 5.658174 42.110569 -0.001653 -35.318115
2316.109378 5.658174 42.110569 -0.001653 -35.318115
2316.110379 5.658174 42.110569 -0.001653 -35.318115
2316.111379 5.658174 42.110569 -0.001653 -35.318115
2316.112381 5.658174 42.110569 -0.001653 -35.318115
2316.113380 5.658174 42.110569 -0.001653 -35.318115
2316.114380 5.658174 42.110569 -0.001653 -35.318115
2316.115391 5.658174 42.110569 -0.001653 -35.318115
2316.116390 5.658174 42.110569 -0.001653 -35.318115
2316.117379 5.658174 42.110569 -0.001653 -35.318115
2316.118391 5.658174 42.110569 -0.001653 -35.318115
2316.119391 5.658174 42.110569 -0.001653 -35.318115
2316.120391 5.658174 42.110569 -0.001653 -35.318115
2316.121384 5.658174 42.110569 -0.001653 -35.318115
2316.122381 5.658174 42.110569 -0.001653 -35.318115
2316.123384 5.658174 42.110569 -0.001653 -35.318115
2316.124380 5.658174 42.110569 -0.001653 -35.318115
2316.125378 5.658174 42.110569 -0.001653 -35.318115
2316.126391 5.658174 42.110569 -0.001653 -35.318115
2316.127391 5.658174 42.110569 -0.001653 -35.318115
2316.128391 5.658174 42.110569 -0.001653 -35.318115
2316.129378 5.658174 42.110569 -0.001653 -35.318115
2316.130390 5.658174 42.110569 -0.001653 -35.318115
2316.131390 5.658174 42.110569 -0.001653 -35.318115
2316.132391 5.658174 42.110569 -0.001653 -35.318115
2316.133390 5.658174 42.110569 -0.001653 -35.318115
2316.134391 5.658174 42.110569 -0.001653 -35.318115
2316.135390 5.658174 42.110569 -0.001653 -35.318115
2316.136390 5.658174 42.110569 -0.001653 -35.318115
2316.137378 5.658174 42.110569 -0.001653 -35.318115
2316.138390 5.658174 42.110569 -0.001653 -35.318115
2316.139390 5.658174 42.110569 -0.001653 -35.318115
2316.140390 5.658174 42.110569 -0.001653 -35.318115
2316.141390 5.658174 42.110569 -0.001653 -35.318115
2316.142390 5.658174 42.110569 -0.001653 -35.318115
2316.143390 5.658174 42.110569 -0.001653 -35.318115
2316.144390 5.658174 42.110569 -0.001653 -35.318115
2316.145378 5.658174 42.110569 -0.001653 -35.318115
2316.146390 5.658174 42.110569 -0.001653 -35.318115
2316.147390 5.658174 42.110569 -0.001653 -35.318115
2316.148390 5.658174 42.110569 -0.001653 -35.318115
2316.149390 5.658174 42.110569 -0.001653 -35.318115
2316.150390 5.658174 42.110569 -0.001653 -35.318115
2316.151391 5.658174 42.110569 -0.001653 -35.318115
2316.152390 5.658174 42.110569 -0.001653 -35.318115
2316.153391 5.658174 42.110569 -0.001653 -35.318115
2316.154390 5.658174 42.110569 -0.001653 -35.318115
2316.155391 5.658174 42.110569 -0.001653 -35.318115
2316.156390 5.658174 42.110569 -0.001653 -35.318115
2316.157390 5.658174 42.110569 -0.001653 -35.318115
2316.158390 5.658174 42.110569 -0.001653 -35.318115
2316.159390 5.658174 42.110569 -0.001653 -35.318115
2316.160391 5.658174 42.110569 -0.001653 -35.318115
2316.161378 5.658174 42.110569 -0.001653 -35.318115
2316.162390 5.658174 42.110569 -0.001653 -35.318115
2316.163390 5.658174 42.110569 -0.001653 -35.318115
2316.164390 5.658174 42.110569 -0.001653 -35.318115
2316.165378 5.658174 42.110569 -0.001653 -35.318115
2316.166390 5.658174 42.110569 -0.001653 -35.318115
2316.167390 5.658174 42.110569 -0.001653 -35.318115
2316.168390 5.658174 42.110569 -0.001653 -35.318115
2316.169378 5.658174 42.110569 -0.001653 -35.318115
2316.170390 5.658174 42.110569 -0.001653 -35.318115
2316.171390 5.658174 42.110569 -0.001653 -35.318115
2316.172390 5.658174 42.110569 -0.001653 -35.318115
2316.173390 5.658174 42.110569 -0.001653 -35.318115
2316.174390 5.658174 42.110569 -0.001653 -35.318115
2316.175390 5.658174 42.110569 -0.001653 -35.318115
2316.176379 5.658174 42.110569 -0.001653 -35.318115
2316.177379 5.658174 42.110569 -0.001653 -35.318115
2316.178378 5.658174 42.110569 -0.001653 -35.318115
2316.179391 5.658174 42.110569 -0.001653 -35.318115
2316.180390 5.658174 42.110569 -0.001653 -35.318115
2316.181378 5.658174 42.110569 -0.001653 -35.318115
